"","Gene.Symbol","StrataNGSv3","xT","Match type.x","Approved symbol.x","Approved name.x","HGNC ID.x","Location.x","xO","TSO500","Match type.y","Approved symbol.y","Approved name.y","HGNC ID.y","Location.y","FoundationOne","Match type","Approved symbol","Approved name","HGNC ID","Location","MSK"
"407","DRD2",NA,NA,"Approved symbol","DRD2","dopamine receptor D2","HGNC:3023","11q23.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","DROSHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Approved symbol","DROSHA","drosha ribonuclease III","HGNC:17904","5p13.3","Yes"
"409","DSC2",NA,NA,"Approved symbol","DSC2","desmocollin 2","HGNC:3036","18q12.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","DSG2",NA,NA,"Approved symbol","DSG2","desmoglein 2","HGNC:3049","18q12.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411","DSP",NA,NA,"Approved symbol","DSP","desmoplakin","HGNC:3052","6p24.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","DST","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","DUSP22",NA,NA,"Approved symbol","DUSP22","dual specificity phosphatase 22","HGNC:16077","6p25.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","DUSP4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Approved symbol","DUSP4","dual specificity phosphatase 4","HGNC:3070","8p12","Yes"
"415","DVL1",NA,NA,"Approved symbol","DVL1","dishevelled segment polarity protein 1","HGNC:3084","1p36.33","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","DVL2",NA,NA,"Approved symbol","DVL2","dishevelled segment polarity protein 2","HGNC:3086","17p13.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","DVL3",NA,NA,"Approved symbol","DVL3","dishevelled segment polarity protein 3","HGNC:3087","3q27.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","DYNC2H1",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","DYRK2",NA,NA,"Approved symbol","DYRK2","dual specificity tyrosine phosphorylation regulated kinase 2","HGNC:3093","12q15","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","E2F1",NA,NA,"Approved symbol","E2F1","E2F transcription factor 1","HGNC:3113","20q11.22","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","E2F3",NA,NA,"Approved symbol","E2F3","E2F transcription factor 3","HGNC:3115","6p22.3","Yes","Yes",NA,NA,NA,NA,NA,NA,"Approved symbol","E2F3","E2F transcription factor 3","HGNC:3115","6p22.3","Yes"
"422","E2F5",NA,NA,"Approved symbol","E2F5","E2F transcription factor 5","HGNC:3119","8q21.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","E2F6",NA,NA,"Approved symbol","E2F6","E2F transcription factor 6","HGNC:3120","2p25.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424","E2F7",NA,NA,"Approved symbol","E2F7","E2F transcription factor 7","HGNC:23820","12q21.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","EBF1",NA,"Yes","Approved symbol","EBF1","EBF transcription factor 1","HGNC:3126","5q33.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","ECT2L",NA,"Yes","Approved symbol","ECT2L","epithelial cell transforming 2 like","HGNC:21118","6q24.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427","EED",NA,NA,"Approved symbol","EED","embryonic ectoderm development","HGNC:3188","11q14.2","Yes","Yes","Approved symbol","EED","embryonic ectoderm development","HGNC:3188","11q14.2","Yes","Approved symbol","EED","embryonic ectoderm development","HGNC:3188","11q14.2","Yes"
"428","EGF",NA,"Yes","Approved symbol","EGF","epidermal growth factor","HGNC:3229","4q25","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","EGFL7",NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,"Approved symbol","EGFL7","EGF like domain multiple 7","HGNC:20594","9q34.3","Yes"
"430","EGFR","Yes","Yes","Approved symbol","EGFR","epidermal growth factor receptor","HGNC:3236","7p11.2","Yes","Yes","Approved symbol","EGFR","epidermal growth factor receptor","HGNC:3236","7p11.2","Yes","Approved symbol","EGFR","epidermal growth factor receptor","HGNC:3236","7p11.2","Yes"
"431","EGLN1",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","EGR1",NA,NA,"Approved symbol","EGR1","early growth response 1","HGNC:3238","5q31.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","EGR2",NA,NA,"Approved symbol","EGR2","early growth response 2","HGNC:3239","10q21.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","EHF",NA,NA,"Approved symbol","EHF","ETS homologous factor","HGNC:3246","11p13","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","EHMT1",NA,NA,"Approved symbol","EHMT1","euchromatic histone lysine methyltransferase 1","HGNC:24650","9q34.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","EHMT2",NA,NA,"Approved symbol","EHMT2","euchromatic histone lysine methyltransferase 2","HGNC:14129","6p21.33","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","EIF1AX",NA,NA,"Approved symbol","EIF1AX","eukaryotic translation initiation factor 1A X-linked","HGNC:3250","Xp22.12","Yes","Yes",NA,NA,NA,NA,NA,NA,"Approved symbol","EIF1AX","eukaryotic translation initiation factor 1A X-linked","HGNC:3250","Xp22.12","Yes"
"438","EIF4A2",NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,"Approved symbol","EIF4A2","eukaryotic translation initiation factor 4A2","HGNC:3284","3q27.3","Yes"
"439","EIF4E",NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,"Approved symbol","EIF4E","eukaryotic translation initiation factor 4E","HGNC:3287","4q23","Yes"
"440","ELANE",NA,NA,"Approved symbol","ELANE","elastase, neutrophil expressed","HGNC:3309","19p13.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","ELF1",NA,NA,"Approved symbol","ELF1","E74 like ETS transcription factor 1","HGNC:3316","13q14.11","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","ELF2",NA,NA,"Approved symbol","ELF2","E74 like ETS transcription factor 2","HGNC:3317","4q31.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","ELF3",NA,"Yes","Approved symbol","ELF3","E74 like ETS transcription factor 3","HGNC:3318","1q32.1","Yes",NA,NA,NA,NA,NA,NA,NA,"Approved symbol","ELF3","E74 like ETS transcription factor 3","HGNC:3318","1q32.1","Yes"
"444","ELF4",NA,NA,"Approved symbol","ELF4","E74 like ETS transcription factor 4","HGNC:3319","Xq26.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","ELF5",NA,NA,"Approved symbol","ELF5","E74 like ETS transcription factor 5","HGNC:3320","11p13","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","ELK1",NA,NA,"Approved symbol","ELK1","ETS transcription factor ELK1","HGNC:3321","Xp11.23","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","ELK3",NA,NA,"Approved symbol","ELK3","ETS transcription factor ELK3","HGNC:3325","12q23.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","ELK4",NA,NA,"Approved symbol","ELK4","ETS transcription factor ELK4","HGNC:3326","1q32.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","ELP3",NA,NA,"Approved symbol","ELP3","elongator acetyltransferase complex subunit 3","HGNC:20696","8p21.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","EML4","Yes",NA,"Approved symbol","EML4","EMAP like 4","HGNC:1316","2p21","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","ENG",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","EP300","Yes","Yes","Approved symbol","EP300","E1A binding protein p300","HGNC:3373","22q13.2","Yes","Yes","Approved symbol","EP300","E1A binding protein p300","HGNC:3373","22q13.2","Yes","Approved symbol","EP300","E1A binding protein p300","HGNC:3373","22q13.2","Yes"
"453","EP400","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","EPAS1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Approved symbol","EPAS1","endothelial PAS domain protein 1","HGNC:3374","2p21","Yes"
"455","EPCAM",NA,"Yes","Approved symbol","EPCAM","epithelial cell adhesion molecule","HGNC:11529","2p21","Yes","Yes",NA,NA,NA,NA,NA,NA,"Approved symbol","EPCAM","epithelial cell adhesion molecule","HGNC:11529","2p21","Yes"
"456","EPGN",NA,NA,"Approved symbol","EPGN","epithelial mitogen","HGNC:17470","4q13.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","EPHA1",NA,NA,"Approved symbol","EPHA1","EPH receptor A1","HGNC:3385","7q34-q35","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","EPHA2",NA,"Yes","Approved symbol","EPHA2","EPH receptor A2","HGNC:3386","1p36.13","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","EPHA3","Yes",NA,"Approved symbol","EPHA3","EPH receptor A3","HGNC:3387","3p11.1","Yes","Yes","Approved symbol","EPHA3","EPH receptor A3","HGNC:3387","3p11.1","Yes","Approved symbol","EPHA3","EPH receptor A3","HGNC:3387","3p11.1","Yes"
"460","EPHA4",NA,NA,"Approved symbol","EPHA4","EPH receptor A4","HGNC:3388","2q36.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","EPHA5",NA,NA,"Approved symbol","EPHA5","EPH receptor A5","HGNC:3389","4q13.1-q13.2","Yes","Yes",NA,NA,NA,NA,NA,NA,"Approved symbol","EPHA5","EPH receptor A5","HGNC:3389","4q13.1-q13.2","Yes"
"462","EPHA6",NA,NA,"Approved symbol","EPHA6","EPH receptor A6","HGNC:19296","3q11.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","EPHA7","Yes","Yes","Approved symbol","EPHA7","EPH receptor A7","HGNC:3390","6q16.1","Yes","Yes",NA,NA,NA,NA,NA,NA,"Approved symbol","EPHA7","EPH receptor A7","HGNC:3390","6q16.1","Yes"
"464","EPHA8",NA,NA,"Approved symbol","EPHA8","EPH receptor A8","HGNC:3391","1p36.12","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","EPHB1","Yes","Yes","Approved symbol","EPHB1","EPH receptor B1","HGNC:3392","3q22.2","Yes","Yes","Approved symbol","EPHB1","EPH receptor B1","HGNC:3392","3q22.2","Yes","Approved symbol","EPHB1","EPH receptor B1","HGNC:3392","3q22.2","Yes"
"466","EPHB2",NA,"Yes","Approved symbol","EPHB2","EPH receptor B2","HGNC:3393","1p36.12","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","EPHB3",NA,NA,"Approved symbol","EPHB3","EPH receptor B3","HGNC:3394","3q27.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","EPHB4","Yes",NA,"Approved symbol","EPHB4","EPH receptor B4","HGNC:3395","7q22.1","Yes",NA,"Approved symbol","EPHB4","EPH receptor B4","HGNC:3395","7q22.1","Yes",NA,NA,NA,NA,NA,NA
"469","EPHB6","Yes",NA,"Approved symbol","EPHB6","EPH receptor B6","HGNC:3396","7q34","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","EPOR",NA,"Yes","Approved symbol","EPOR","erythropoietin receptor","HGNC:3416","19p13.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471","ERBB2","Yes","Yes","Approved symbol","ERBB2","erb-b2 receptor tyrosine kinase 2","HGNC:3430","17q12","Yes","Yes","Approved symbol","ERBB2","erb-b2 receptor tyrosine kinase 2","HGNC:3430","17q12","Yes","Approved symbol","ERBB2","erb-b2 receptor tyrosine kinase 2","HGNC:3430","17q12","Yes"
"472","ERBB3","Yes","Yes","Approved symbol","ERBB3","erb-b2 receptor tyrosine kinase 3","HGNC:3431","12q13.2","Yes","Yes","Approved symbol","ERBB3","erb-b2 receptor tyrosine kinase 3","HGNC:3431","12q13.2","Yes","Approved symbol","ERBB3","erb-b2 receptor tyrosine kinase 3","HGNC:3431","12q13.2","Yes"
"473","ERBB4","Yes","Yes","Approved symbol","ERBB4","erb-b2 receptor tyrosine kinase 4","HGNC:3432","2q34","Yes","Yes","Approved symbol","ERBB4","erb-b2 receptor tyrosine kinase 4","HGNC:3432","2q34","Yes","Approved symbol","ERBB4","erb-b2 receptor tyrosine kinase 4","HGNC:3432","2q34","Yes"
"474","ERCC1","Yes","Yes","Approved symbol","ERCC1","ERCC excision repair 1, endonuclease non-catalytic subunit","HGNC:3433","19q13.32","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","ERCC2","Yes","Yes","Approved symbol","ERCC2","ERCC excision repair 2, TFIIH core complex helicase subunit","HGNC:3434","19q13.32","Yes","Yes",NA,NA,NA,NA,NA,NA,"Approved symbol","ERCC2","ERCC excision repair 2, TFIIH core complex helicase subunit","HGNC:3434","19q13.32","Yes"
"476","ERCC3","Yes","Yes","Approved symbol","ERCC3","ERCC excision repair 3, TFIIH core complex helicase subunit","HGNC:3435","2q14.3","Yes","Yes",NA,NA,NA,NA,NA,NA,"Approved symbol","ERCC3","ERCC excision repair 3, TFIIH core complex helicase subunit","HGNC:3435","2q14.3","Yes"
"477","ERCC4","Yes","Yes","Approved symbol","ERCC4","ERCC excision repair 4, endonuclease catalytic subunit","HGNC:3436","16p13.12","Yes","Yes","Approved symbol","ERCC4","ERCC excision repair 4, endonuclease catalytic subunit","HGNC:3436","16p13.12","Yes","Approved symbol","ERCC4","ERCC excision repair 4, endonuclease catalytic subunit","HGNC:3436","16p13.12","Yes"
"478","ERCC5","Yes","Yes","Approved symbol","ERCC5","ERCC excision repair 5, endonuclease","HGNC:3437","13q33.1","Yes","Yes",NA,NA,NA,NA,NA,NA,"Approved symbol","ERCC5","ERCC excision repair 5, endonuclease","HGNC:3437","13q33.1","Yes"
"479","ERCC6",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","EREG",NA,NA,"Approved symbol","EREG","epiregulin","HGNC:3443","4q13.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","ERF",NA,NA,"Approved symbol","ERF","ETS2 repressor factor","HGNC:3444","19q13.2","Yes",NA,NA,NA,NA,NA,NA,NA,"Approved symbol","ERF","ETS2 repressor factor","HGNC:3444","19q13.2","Yes"
"482","ERG","Yes","Yes","Approved symbol","ERG","ETS transcription factor ERG","HGNC:3446","21q22.2","Yes","Yes","Approved symbol","ERG","ETS transcription factor ERG","HGNC:3446","21q22.2","Yes","Approved symbol","ERG","ETS transcription factor ERG","HGNC:3446","21q22.2","Yes"
"483","ERRFI1",NA,"Yes",NA,NA,NA,NA,NA,NA,"Yes","Approved symbol","ERRFI1","ERBB receptor feedback inhibitor 1","HGNC:18185","1p36.23","Yes","Approved symbol","ERRFI1","ERBB receptor feedback inhibitor 1","HGNC:18185","1p36.23","Yes"
"484","ESCO1",NA,NA,"Approved symbol","ESCO1","establishment of sister chromatid cohesion N-acetyltransferase 1","HGNC:24645","18q11.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","ESCO2",NA,NA,"Approved symbol","ESCO2","establishment of sister chromatid cohesion N-acetyltransferase 2","HGNC:27230","8p21.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","ESPL1",NA,NA,"Approved symbol","ESPL1","extra spindle pole bodies like 1, separase","HGNC:16856","12q13.13","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","ESR1","Yes","Yes","Approved symbol","ESR1","estrogen receptor 1","HGNC:3467","6q25.1-q25.2","Yes","Yes","Approved symbol","ESR1","estrogen receptor 1","HGNC:3467","6q25.1-q25.2","Yes","Approved symbol","ESR1","estrogen receptor 1","HGNC:3467","6q25.1-q25.2","Yes"
"488","ESR2",NA,NA,"Approved symbol","ESR2","estrogen receptor 2","HGNC:3468","14q23.2-q23.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","ESRRA",NA,NA,"Approved symbol","ESRRA","estrogen related receptor alpha","HGNC:3471","11q13.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490","ETS1","Yes","Yes","Approved symbol","ETS1","ETS proto-oncogene 1, transcription factor","HGNC:3488","11q24.3","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","ETS2",NA,"Yes","Approved symbol","ETS2","ETS proto-oncogene 2, transcription factor","HGNC:3489","21q22.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492","ETV1","Yes","Yes","Approved symbol","ETV1","ETS variant 1","HGNC:3490","7p21.2","Yes","Yes",NA,NA,NA,NA,NA,NA,"Approved symbol","ETV1","ETS variant 1","HGNC:3490","7p21.2","Yes"
"493","ETV2",NA,NA,"Approved symbol","ETV2","ETS variant 2","HGNC:3491","19q13.12","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","ETV3",NA,NA,"Approved symbol","ETV3","ETS variant 3","HGNC:3492","1q23.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","ETV3L",NA,NA,"Approved symbol","ETV3L","ETS variant 3 like","HGNC:33834","1q23.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","ETV4","Yes","Yes","Approved symbol","ETV4","ETS variant 4","HGNC:3493","17q21.31","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497","ETV5",NA,"Yes","Approved symbol","ETV5","ETS variant 5","HGNC:3494","3q27.2","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498","ETV6",NA,"Yes","Approved symbol","ETV6","ETS variant 6","HGNC:3495","12p13.2","Yes","Yes",NA,NA,NA,NA,NA,NA,"Approved symbol","ETV6","ETS variant 6","HGNC:3495","12p13.2","Yes"
"499","ETV7",NA,NA,"Approved symbol","ETV7","ETS variant 7","HGNC:18160","6p21.31","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500","EWSR1",NA,"Yes","Approved symbol","EWSR1","EWS RNA binding protein 1","HGNC:3508","22q12.2","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","EXT1","Yes",NA,"Approved symbol","EXT1","exostosin glycosyltransferase 1","HGNC:3512","8q24.11","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","EXT2","Yes",NA,"Approved symbol","EXT2","exostosin glycosyltransferase 2","HGNC:3513","11p11.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","EXTL1",NA,NA,"Approved symbol","EXTL1","exostosin like glycosyltransferase 1","HGNC:3515","1p36.11","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","EZH1",NA,NA,"Approved symbol","EZH1","enhancer of zeste 1 polycomb repressive complex 2 subunit","HGNC:3526","17q21.2","Yes",NA,NA,NA,NA,NA,NA,NA,"Approved symbol","EZH1","enhancer of zeste 1 polycomb repressive complex 2 subunit","HGNC:3526","17q21.2","Yes"
"505","EZH2","Yes","Yes","Approved symbol","EZH2","enhancer of zeste 2 polycomb repressive complex 2 subunit","HGNC:3527","7q36.1","Yes","Yes","Approved symbol","EZH2","enhancer of zeste 2 polycomb repressive complex 2 subunit","HGNC:3527","7q36.1","Yes","Approved symbol","EZH2","enhancer of zeste 2 polycomb repressive complex 2 subunit","HGNC:3527","7q36.1","Yes"
"506","FADD",NA,NA,"Approved symbol","FADD","Fas associated via death domain","HGNC:3573","11q13.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507","FAM123B","Yes",NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508","FAM175A",NA,"Yes","Previous symbol","ABRAXAS1","abraxas 1, BRCA1 A complex subunit","HGNC:25829","4q21.23","Yes","Yes",NA,NA,NA,NA,NA,NA,"Previous symbol","ABRAXAS1","abraxas 1, BRCA1 A complex subunit","HGNC:25829","4q21.23","Yes"
"509","FAM46C",NA,"Yes","Previous symbol","TENT5C","terminal nucleotidyltransferase 5C","HGNC:24712","1p12","Yes","Yes","Previous symbol","TENT5C","terminal nucleotidyltransferase 5C","HGNC:24712","1p12","Yes","Previous symbol","TENT5C","terminal nucleotidyltransferase 5C","HGNC:24712","1p12","Yes"
"510","FAM58A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous symbol","CCNQ","cyclin Q","HGNC:28434","Xq28","Yes"
"511","FANCA","Yes","Yes","Approved symbol","FANCA","FA complementation group A","HGNC:3582","16q24.3","Yes","Yes","Approved symbol","FANCA","FA complementation group A","HGNC:3582","16q24.3","Yes","Approved symbol","FANCA","FA complementation group A","HGNC:3582","16q24.3","Yes"
"512","FANCB",NA,"Yes","Approved symbol","FANCB","FA complementation group B","HGNC:3583","Xp22.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513","FANCC","Yes","Yes","Approved symbol","FANCC","FA complementation group C","HGNC:3584","9q22.32","Yes","Yes","Approved symbol","FANCC","FA complementation group C","HGNC:3584","9q22.32","Yes","Approved symbol","FANCC","FA complementation group C","HGNC:3584","9q22.32","Yes"
"514","FANCD2","Yes","Yes","Approved symbol","FANCD2","FA complementation group D2","HGNC:3585","3p25.3","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515","FANCE",NA,"Yes","Approved symbol","FANCE","FA complementation group E","HGNC:3586","6p21.31","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516","FANCF","Yes","Yes","Approved symbol","FANCF","FA complementation group F","HGNC:3587","11p14.3","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517","FANCG","Yes","Yes","Approved symbol","FANCG","FA complementation group G","HGNC:3588","9p13.3","Yes","Yes","Approved symbol","FANCG","FA complementation group G","HGNC:3588","9p13.3","Yes",NA,NA,NA,NA,NA,NA
"518","FANCI",NA,"Yes","Approved symbol","FANCI","FA complementation group I","HGNC:25568","15q26.1","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519","FANCL",NA,"Yes","Approved symbol","FANCL","FA complementation group L","HGNC:20748","2p16.1","Yes","Yes","Approved symbol","FANCL","FA complementation group L","HGNC:20748","2p16.1","Yes",NA,NA,NA,NA,NA,NA
"520","FANCM",NA,"Yes","Approved symbol","FANCM","FA complementation group M","HGNC:23168","14q21.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521","FAS","Yes","Yes","Approved symbol","FAS","Fas cell surface death receptor","HGNC:11920","10q23.31","Yes","Yes","Approved symbol","FAS","Fas cell surface death receptor","HGNC:11920","10q23.31","Yes",NA,NA,NA,NA,NA,NA
"522","FASLG",NA,NA,"Approved symbol","FASLG","Fas ligand","HGNC:11936","1q24.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523","FAT1",NA,"Yes","Approved symbol","FAT1","FAT atypical cadherin 1","HGNC:3595","4q35.2","Yes","Yes",NA,NA,NA,NA,NA,NA,"Approved symbol","FAT1","FAT atypical cadherin 1","HGNC:3595","4q35.2","Yes"
"524","FAT2",NA,NA,"Approved symbol","FAT2","FAT atypical cadherin 2","HGNC:3596","5q33.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525","FAT3",NA,NA,"Approved symbol","FAT3","FAT atypical cadherin 3","HGNC:23112","11q14.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"526","FAT4",NA,NA,"Approved symbol","FAT4","FAT atypical cadherin 4","HGNC:23109","4q28.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527","FBN1",NA,NA,"Approved symbol","FBN1","fibrillin 1","HGNC:3603","15q21.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528","FBXO11",NA,"Yes","Approved symbol","FBXO11","F-box protein 11","HGNC:13590","2p16.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529","FBXO8",NA,NA,"Approved symbol","FBXO8","F-box protein 8","HGNC:13587","4q34.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530","FBXW11",NA,NA,"Approved symbol","FBXW11","F-box and WD repeat domain containing 11","HGNC:13607","5q35.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531","FBXW7","Yes","Yes","Approved symbol","FBXW7","F-box and WD repeat domain containing 7","HGNC:16712","4q31.3","Yes","Yes","Approved symbol","FBXW7","F-box and WD repeat domain containing 7","HGNC:16712","4q31.3","Yes","Approved symbol","FBXW7","F-box and WD repeat domain containing 7","HGNC:16712","4q31.3","Yes"
"532","FCGR2A",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533","FCGR3A",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534","FDPS",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
